Place,Movie Title,Rating,Year,Reviews
1,Tapish,6.5,2000,2
3,Kannan Varuvaan,6.2,2000,1
4,Vamsee,4.6,2000,0
8,Agniputra,5.1,2000,1
9,Justice Chowdhary,4.6,2000,1
11,Qurbaniyaan,4.6,2000,0
13,Kaala Mandir,3.6,2000,0
16,Bhoot Raaj,3.7,2000,0
20,Champakali,4.7,2000,0
26,Basanti,4.4,2000,0
32,Zindagi,2.8,2000,0
41,Bhayanak Maut,7.4,2000,0
58,Khooni Kaala Jadu,6.6,2000,0
63,Kaali Pahadi,4.6,2000,0
80,Shamshaan,3.4,2000,0
83,Saamri,3.2,2000,0
118,Mansoor Miyanar Ghora,6.7,2000,0
127,Jai Maa Durga,6.4,2000,0
138,Chimanee Pakhre,7.9,2000,0
140,Dum: Man Of Power,6.8,2000,0
142,Uyirile Kalanthathu,6.3,2000,0
154,Bulandi,5.2,2000,8
155,Mela,3.6,2000,13
156,Paromitar Ek Din,7.6,2000,5
157,Kaho Naa... Pyaar Hai,6.9,2000,11
158,Dulhan Hum Le Jayenge,5.1,2000,11
159,Phir Bhi Dil Hai Hindustani,6.1,2000,22
161,Mere Aagosh Mein,6.5,2000,0
162,Sultaan,5.8,2000,1
163,Dacait,6.1,2000,0
164,Pukar,6.7,2000,9
165,Badal,5.0,2000,4
166,Apradhi Kaun,5.6,2000,0
167,Aaj Ka Nanha Farishta,6.1,2000,0
168,Hey Ram,7.9,2000,23
169,Daku Ramkali,5.5,2000,0
170,Khauff,4.5,2000,2
171,Krodh,4.5,2000,3
172,Papa the Great,5.5,2000,0
174,Hera Pheri,8.1,2000,20
175,Baaghi,4.4,2000,5
176,Gang,6.2,2000,5
177,Hadh Kar Di Aapne,5.3,2000,7
179,Raja Kali Amman,4.3,2000,0
180,Hari-Bhari,7.6,2000,3
181,Chal Mere Bhai,4.7,2000,13
182,Jung,4.2,2000,5
183,Kya Kehna,5.8,2000,7
184,Daak Bangla,4.8,2000,0
185,Hum To Mohabbat Karega,3.0,2000,2
187,Josh,6.1,2000,14
188,Kabrastan,3.1,2000,0
189,Joru Ka Ghulam,5.1,2000,2
190,Tarkieb,5.0,2000,5
191,Refugee,5.2,2000,7
192,Bichhoo,5.0,2000,2
193,Jungle,6.1,2000,9
194,Kunwara,5.1,2000,3
195,Har Dil Jo Pyar Karega...,5.1,2000,14
196,Nidaan,6.4,2000,0
197,Ek Ajooba,6.5,2000,0
198,Deewane,4.6,2000,3
199,Dhadkan,6.5,2000,23
200,Woh Bewafa Thi,4.6,2000,0
201,Tera Jadoo Chal Gayaa,3.1,2000,3
202,Hamara Dil Aapke Paas Hai,5.5,2000,8
