Place,Movie Title,Rating,Year,Reviews
"3,189",Karle Pyaar Karle,2.5,2014,2
"3,190",Rising of Sarpanch,No ratings,2014,1
"3,191",Jai Ho,5.0,2014,8
"3,192",Dil Ka Sauda,5.3,2014,0
"3,193",Yeh Hai Bakrapur,3.9,2014,3
"3,194",Identity Card,6.0,2014,1
"3,195",One by Two,3.9,2014,11
"3,196",The Royal Bengal Tiger,6.8,2014,8
"3,197",Kartooz,3.3,2014,0
"3,198",Hasee Toh Phasee,6.8,2014,10
"3,199",Ya Rab,5.9,2014,5
"3,200",Heartless,5.1,2014,11
"3,201",Babloo Happy Hai,6.8,2014,1
"3,202",Lajwanti,7.6,2014,1
"3,203",Gunday,2.6,2014,20
"3,204",Highway,7.6,2014,14
"3,205",@Andheri,4.3,2014,0
"3,207",Darr @ the Mall,4.9,2014,13
"3,208",Karar: The Deal,4.3,2014,0
"3,211",Shaadi Ke Side Effects,5.6,2014,7
"3,213",Yamdas,7.5,2014,1
"3,214",Akela the Alone,6.6,2014,1
"3,215",Gulaab Gang,6.0,2014,3
"3,216",Total Siyapaa,5.0,2014,23
"3,217",Sold,6.8,2014,20
"3,218",Ritu,7.3,2014,0
"3,219",Bhopal: A Prayer for Rain,7.1,2014,4
"3,220",Bewakoofiyaan,5.5,2014,18
"3,221",W,7.1,2014,1
"3,222",Neighbours,3.3,2014,1
"3,223",Yeh Dil Ramta Jogi,7.8,2014,1
"3,225",Gang of Ghosts,3.6,2014,8
"3,226",Ragini MMS 2,3.9,2014,24
"3,228",Kolkata Junction,7.3,2014,0
"3,229",Youngistaan,5.2,2014,16
"3,230",Dishkiyaoon,5.2,2014,10
"3,231",Station,7.5,2014,5
"3,232",O Teri,3.3,2014,7
"3,233",Nandita Das and Divya Jagdale's Between the Lines,7.4,2014,0
"3,235",Main Tera Hero,5.1,2014,16
"3,236",After the Third Bell,6.5,2014,1
"3,237",Mohan Rakesh's Adhe Adhure,7.2,2014,0
"3,238",Bhoothnath Returns,6.6,2014,10
"3,239",Angry Young Man,5.8,2014,0
"3,240",Ebn-e-Batuta,4.4,2014,0
"3,241",2 States,6.9,2014,23
"3,242",Lucky Kabootar,5.0,2014,3
"3,243",The Lastbenchers,7.8,2014,1
"3,244",Dekh Tamasha Dekh,6.1,2014,5
"3,246",Kaanchi,4.2,2014,14
"3,247",Revolver Rani,4.7,2014,1
"3,248",Masala Republic,5.1,2014,3
"3,249",Samrat & Co.,6.2,2014,23
"3,250",Kahin Hai Mera Pyar,6.8,2014,1
"3,251",Purani Jeans,6.2,2014,10
"3,252",Kya Dilli Kya Lahore,7.3,2014,19
"3,253",The Dirty MMS,2.5,2014,0
"3,254",Khwaabb,5.6,2014,4
"3,255",Manjunath,7.2,2014,9
"3,256",Hawaa Hawaai,7.3,2014,18
"3,257",Koyelaanchal,5.4,2014,4
"3,258",Love U Crazy Girl,4.7,2014,1
"3,260",Children of War,6.6,2014,17
"3,261",The Xpose,3.3,2014,22
"3,262",Mighty Raju Rio Calling,5.2,2014,0
"3,263",Titli,7.5,2014,12
"3,264",Kochadaiiyaan,6.2,2014,18
"3,265",Heropanti,5.2,2014,13
"3,266",Bulbule,8.3,2014,1
"3,267",Surkhaab,6.5,2014,3
"3,268",Kuku Mathur Ki Jhand Ho Gayi,5.4,2014,2
"3,269",City Lights,7.3,2014,2
"3,270",Holiday,7.2,2014,1
"3,271",Fugly,4.7,2014,7
"3,272",Machhli Jal Ki Rani Hai,2.3,2014,9
"3,273",Chal Bhaag,3.7,2014,0
"3,275",18.11,3.8,2014,0
"3,276",Humshakals,1.7,2014,19
"3,278",Ek Villain,6.5,2014,23
"3,279",Raghav,7.6,2014,1
"3,280",Bobby Jasoos,5.5,2014,13
"3,281",Lekar Hum Deewana Dil,4.7,2014,6
"3,282",Humpty Sharma Ki Dulhania,6.0,2014,21
"3,283",Bollywood Villa,5.1,2014,0
"3,284",Munna Mange Memsaab,3.1,2014,1
"3,286",Long Dark Road,8.2,2014,0
"3,287",Riyasat,6.5,2014,0
"3,288",Hate Story 2,4.4,2014,16
"3,289",Pizza,6.2,2014,15
"3,290",Amit Sahni Ki List,5.4,2014,5
"3,291",Bazaar E Husn,5.2,2014,1
"3,292",Kick,5.8,2014,10
"3,293",Entertainment,4.5,2014,16
"3,294",The Hundred-Foot Journey,7.3,2014,9
"3,295",M Cream,5.5,2014,12
"3,296",Singham Returns,5.7,2014,9
"3,297",Aashmani Jawaharat,7.4,2014,0
"3,298",Shuruaat Ka Interval,7.5,2014,2
"3,299",DOA: Death of Amar,7.9,2014,0
"3,300",Mardaani,7.3,2014,25
"3,301",M.A.D: Mad About Dance,5.2,2014,3
"3,302",Life Is Beautiful,5.6,2014,1
"3,303",Akeli,6.4,2014,1
"3,304",Raja Natwarlal,6.2,2014,4
"3,305",Trip to Bhangarh: Asia's Most Haunted Place,2.5,2014,19
"3,307",Mary Kom,6.8,2014,4
"3,308",Court,7.6,2014,13
"3,309",Daawat-e-Ishq,6.1,2014,11
"3,310",Bhaangarh,7.2,2014,0
"3,311",Dirty Marriage,4.4,2014,0
"3,312",Margarita with a Straw,7.2,2014,14
"3,313",Tigers,7.2,2014,24
"3,314",Finding Fanny,5.7,2014,3
"3,315",Creature,3.1,2014,24
"3,316",Little Terrors,6.1,2014,2
"3,318",Unfreedom,5.0,2014,14
"3,319",Desi Kattey,4.2,2014,4
"3,320",Dr. Cabbie,6.0,2014,22
"3,321",Khoobsurat,6.4,2014,10
"3,322",M.... Matric Pass,4.3,2014,0
"3,323",Dear Vs Bear,7.8,2014,0
"3,324",Bang Bang,5.6,2014,11
"3,325",Chaarfutiya Chhokare,5.8,2014,1
"3,326",Meinu Ek Ladki Chaahiye,3.4,2014,0
"3,327",3 AM: A Paranormal Experience,5.0,2014,2
"3,329",Balwinder Singh Famous Ho Gaya,3.4,2014,0
"3,331",Peter Gaya Kaam Se,7.4,2014,0
"3,332",Sulemani Keeda,7.0,2014,18
"3,334",Umformung: The Transformation,6.6,2014,0
"3,335",Haider,8.0,2014,5
"3,336",Ladies First,3.9,2014,0
"3,337",The Hero of Color City,4.0,2014,14
"3,339",Tamanchey: Pyar Mein Dil Pe Maar De Goli,4.5,2014,5
"3,340",Ekkees Toppon Ki Salaami,6.0,2014,10
"3,341",Spark,6.0,2014,0
"3,342",Jigariyaa,4.9,2014,4
"3,343",Mumbai 125 KM 3D,2.5,2014,4
"3,344",Sonali Cable,5.3,2014,17
"3,347",Happy New Year,4.9,2014,18
"3,349",Pyaar Vali Love Story,6.6,2014,0
"3,350",Super Nani,4.6,2014,7
"3,351",Roar,5.5,2014,24
"3,353",The Shaukeens,4.9,2014,20
"3,355",Kill Dil,4.5,2014,8
"3,356",6-5=2,4.4,2014,4
"3,357",Happy Ending,5.3,2014,8
"3,358",Titoo MBA,4.4,2014,2
"3,359",Gollu Aur Pappu,3.8,2014,1
"3,363",Ungli,5.8,2014,19
"3,364",Zed Plus,6.3,2014,11
"3,365",Zid,4.5,2014,11
"3,366",Hum Hai Teen Khurafaati,7.5,2014,0
"3,367",The Last Don,5.3,2014,0
"3,368",Action Jackson,3.4,2014,9
"3,370",Mumbai Delhi Mumbai,5.7,2014,4
"3,371",Naqab,4.6,2014,0
"3,372",Lingaa,5.6,2014,18
"3,373",Life Mein Twist Hai,9.6,2014,0
"3,374",MMS Kand,7.5,2014,0
"3,376",Main Aur Mr. Riight,4.7,2014,5
"3,377",Badlapur Boys,4.9,2014,2
"3,378",Kaash Tum Hote,1.8,2014,1
"3,380",Oraalppokkam,6.9,2014,3
"3,381",Chauranga,6.4,2014,5
"3,382",PK,8.1,2014,6
"3,383",Haggada Kone: End of the Rope,8.8,2014,1
"3,384",Flame: An Untold Love Story,6.7,2014,0
"3,389",19th January,8.5,2014,0
"3,391",Teri Dilli Meri Dili,8.5,2014,0
"3,392",Kala Sach: The Black Truth,6.7,2014,0
"3,397",Pagdi: The Honour,6.1,2014,0
"3,400",The Lost Salesman of Delhi,8.3,2014,6
"3,404",SOS: Secrets of Sex Chapter 3,3.9,2014,0
"3,406",Gauraiya,7.2,2014,0
"3,410",Kid Krrish 2 - Mission Bhutan,7.9,2014,0
"3,414",Kid Krrish 3 - Mystery in Mongolia,7.9,2014,0
"3,415",Freedom,3.1,2014,0
"3,417",Kuch Alag Sa,8.5,2014,0
"3,422",Mumbai Can Dance Saalaa,1.8,2015,0
"3,423",Take It Easy,8.2,2015,1
"3,424",Pocket Gangsters,6.8,2015,0
"3,425",Tevar,4.2,2015,1
"3,429",Crazy Cukkad Family,5.2,2015,2
"3,430",Alone,3.7,2015,24
"3,431",Sharafat Gayi Tel Lene,5.0,2015,2
"3,433",Dolly Ki Doli,4.5,2015,18
"3,434",Baby,7.9,2015,19
"3,435",Umrika,6.6,2015,8
"3,436",Hawaizaada,5.5,2015,16
"3,437",Rahasya,7.6,2015,17
"3,438",Khamoshiyan,4.0,2015,19
"3,439",Chal Guru Ho Jaa Shuru,4.8,2015,1
"3,441",Chooda Ek Pratha,8.4,2015,0
"3,442",Shamitabh,6.7,2015,2
"3,443",Jai Jawaan Jai Kisaan,5.3,2015,0
"3,444",Hum Tum Dushman Dushman,6.4,2015,0
"3,446",Dhanak,7.8,2015,12
"3,447",Mighty Raju,4.9,2015,0
"3,449",Roy,3.2,2015,20
"3,451",The Lovers,4.5,2015,3
"3,452",MSG: The Messenger of God,6.0,2015,3
"3,454",Tujhse He Raabta,6.7,2015,0
"3,455",Badlapur,7.4,2015,23
"3,457",3.0 Megapixel,5.0,2015,0
"3,458",Monsoon,3.4,2015,0
"3,459",Ab Tak Chhappan 2,5.8,2015,12
"3,460",The Second Best Exotic Marigold Hotel,6.5,2015,9
"3,461",Dum Laga Ke Haisha,7.5,2015,24
"3,462",Mahesh Dattani's Hasmukh Saab ki Wasihat,6.5,2015,0
"3,463",Dirty Politics,2.6,2015,5
"3,464",Gour Hari Dastaan: The Freedom File,7.3,2015,13
"3,465",Coffee Bloom,5.9,2015,3
"3,466",Badmashiyaan,4.5,2015,1
"3,467",Hey Bro,2.8,2015,1
"3,469",NH10,7.2,2015,5
"3,472",Room: The Mystery,3.9,2015,0
"3,474",Dilliwaali Zaalim Girlfriend,3.7,2015,4
"3,477",Black Home,7.2,2015,0
"3,478",Dozakh in Search of Heaven,7.2,2015,2
"3,479",Hunterrr,7.0,2015,25
"3,480",Barkhaa,5.1,2015,5
"3,481",Detective Byomkesh Bakshy!,7.6,2015,4
"3,484",Luckhnowi Ishq,7.4,2015,0
"3,485",Pappu Ki Pugdandi,6.7,2015,0
"3,486",Haraamkhor,6.3,2015,2
"3,487",Barefoot to Goa,5.7,2015,5
"3,488",Dharam Sankat Mein,6.3,2015,21
"3,489",Ek Paheli Leela,3.8,2015,25
"3,490",Mr. X,3.7,2015,20
"3,491",Nanak Shah Fakir,8.2,2015,8
"3,493",NH-8: Road to Nidhivan,2.9,2015,1
"3,494",Kaagaz Ke Fools,3.8,2015,3
"3,496",Jai Ho! Democracy,5.2,2015,2
"3,497",Ishq Ke Parindey,7.1,2015,0
"3,500",Gabbar Is Back,7.1,2015,21
"3,501",Sabki Bajegi Band,3.2,2015,1
"3,503",Piku,7.6,2015,10
"3,504",Kuch Kuch Locha Hai,2.5,2015,13
"3,505",Three Atrangi Jai-Veeru-Gabbar,6.7,2015,0
"3,506",Hopscotch,No ratings,2015,1
"3,507",Bombay Velvet,5.5,2015,23
"3,508",Ishqedarriyaan,4.8,2015,2
"3,509",The Angrez 2,7.4,2015,0
"3,512",Saavi: A Bonded Bride,8.1,2015,0
"3,513",Masaan,8.1,2015,14
"3,515",Tanu Weds Manu Returns,7.6,2015,7
"3,516",Main Hoon Rajinikanth,7.2,2015,0
"3,517",Welcome to Karachi,4.2,2015,25
"3,518",P Se PM Tak,3.7,2015,2
"3,519",The Spectacular Jihad of Taz Rahim,6.0,2015,1
"3,521",Chor Bazaari,5.2,2015,0
"3,523",Chaar Cutting,8.0,2015,0
"3,525",Ranna,6.2,2015,3
"3,526",Dil Dhadakne Do,7.0,2015,20
"3,527",Hamari Adhuri Kahani,6.7,2015,6
"3,528",Ek tha Bhujang,7.5,2015,0
"3,529",Any Body Can Dance 2,5.4,2015,12
"3,532",Yagavarayinum Naa Kakka,6.5,2015,4
"3,533",Uvaa,4.8,2015,1
"3,534",Miss Tanakpur Haazir Ho,5.4,2015,6
"3,537",Testing Movie1,7.5,2015,7
"3,538",All Is Well,3.6,2015,12
"3,539",Second Hand Husband,3.7,2015,3
"3,540",Guddu Rangeela,5.3,2015,9
"3,541",Bezubaan Ishq,4.5,2015,0
"3,542",Madmast Barkhaa,4.1,2015,1
"3,543",Do Chehre,4.7,2015,0
"3,544",I Love NY,3.4,2015,8
"3,545",Thoda Lutf Thoda Ishq,4.2,2015,0
"3,546",Bajrangi Bhaijaan,8.1,2015,7
"3,547",Saari Raat,5.7,2015,2
"3,548",The Silence,7.3,2015,6
"3,549",Aisa Yeh Jahaan,6.9,2015,2
"3,550",Drishyam,8.2,2015,15
"3,552",Bangistan,4.5,2015,24
"3,553",Jaanisaar,5.2,2015,1
"3,554",Brothers,6.4,2015,13
"3,555",Nath Ek Pratha,7.1,2015,0
"3,556",I Am Mr Mother,5.8,2015,0
"3,557",Ramta Jogi,7.3,2015,0
"3,560",Manjhi: The Mountain Man,8.0,2015,12
"3,562",Phantom,5.9,2015,2
"3,563",Kaun Kitney Paani Mein,6.0,2015,4
"3,564",Baankey Ki Crazy Baraat,6.0,2015,6
"3,565",Chehere: A Modern Day Classic,6.6,2015,0
"3,566",Moods of Crime,6.2,2015,2
"3,567",Shackle,7.8,2015,1
"3,569",Welcome Back,4.2,2015,14
"3,570",Laakhon Hain Yahan Dilwaley,5.6,2015,0
"3,572",Island City,6.7,2015,7
"3,573",Jazbaa,5.7,2015,10
"3,574",Hero,3.5,2015,6
"3,575",Mere Genie Uncle,4.5,2015,0
"3,576",Tera Mera Tedha Medha,5.8,2015,0
"3,577",The Perfect Girl,5.8,2015,2
"3,578",Sorry Daddy,5.4,2015,0
"3,580",Parched,7.5,2015,20
"3,581",Hai Golmaal in White House,2.9,2015,1
"3,582",Talvar,8.1,2015,9
"3,583",The Man Who Knew Infinity,7.2,2015,5
"3,584",Katti Batti,4.7,2015,12
"3,585",Luv U Alia,5.4,2015,5
"3,586",Dulaara,5.5,2015,0
"3,587",Angry Indian Goddesses,6.9,2015,22
"3,588",Dunno Y 2... Life Is a Moment,7.1,2015,0
"3,589",Meeruthiya Gangsters,7.0,2015,6
"3,590",MSG 2 the Messenger,7.2,2015,13
"3,591",Kis Kisko Pyaar Karoon,5.6,2015,5
"3,593",Bhaag Johnny,5.1,2015,11
"3,594",Time Out,6.1,2015,9
"3,595",Calendar Girls,4.2,2015,9
"3,596",31st October,5.8,2015,7
"3,597",Singh Is Bliing,5.0,2015,12
"3,598",Zubaan,6.1,2015,7
"3,600",Dagadi Chaawl,6.2,2015,0
"3,601",Under the Same Sun,8.9,2015,2
"3,602",Nil Battey Sannata,8.2,2015,1
"3,603",Wedding Pullav,3.7,2015,1
"3,604",Pyaar Ka Punchnama 2,7.3,2015,17
"3,605",Bumper Draw,5.0,2015,0
"3,606",Chinar Daastaan-E-Ishq,7.2,2015,1
"3,607",Hogaya Dimaagh Ka Dahi,3.7,2015,0
"3,609",Shaandaar,3.6,2015,14
"3,611",Ranviir the Marshal,7.9,2015,0
"3,612",Kaash,5.3,2015,0
"3,613",The Threshold,7.4,2015,1
"3,614",Prithipal Singh,6.3,2015,0
"3,615",Once Upon a Time in Bihar,6.7,2015,4
"3,616",Main Aur Charles,6.2,2015,20
"3,617",Guddu Ki Gun,4.7,2015,6
"3,619",Tere Jism Se Jaan Tak,8.3,2015,0
"3,620",Aligarh,7.8,2015,7
"3,621",Love Exchange,5.4,2015,1
"3,622",Khoya,7.5,2015,2
"3,625",Blood Relation,6.2,2015,2
"3,627",Charlie Kay Chakkar Mein,4.6,2015,1
"3,628",Train Station,5.9,2015,12
"3,629",Four Pillars of Basement,4.8,2015,0
"3,630",Yaara Silly Silly,5.5,2015,3
"3,631",Ranbanka,3.6,2015,3
"3,632",Run Bhuumi - Champs Don't Cry,7.6,2015,0
"3,633",Prem Ratan Dhan Payo,4.4,2015,8
"3,634",Loev,5.9,2015,11
"3,636",X: Past Is Present,5.2,2015,15
"3,637",Tamasha,7.3,2015,7
"3,638",Yeh Ishq Sarfira,5.8,2015,1
"3,639",Kota Junction,7.9,2015,0
"3,641",Hate Story 3,4.5,2015,3
"3,643",Cinderella,8.6,2015,1
"3,645",The Silent Heroes,6.5,2015,1
"3,646",Waiting,7.1,2015,15
"3,647",Yash Raaj aur Film!,5.8,2015,0
"3,648",Dilwale,5.0,2015,13
"3,649",Bajirao Mastani,7.2,2015,14
"3,658",Mrs. Scooter,6.5,2015,5
"3,660",The Violin Player,6.8,2015,9
"3,662",India's Daughter,7.4,2015,0
"3,664",The Writer,5.9,2015,0
"3,666",Extraordinaari,2.9,2015,0
"3,667",Mohalla Assi,6.6,2015,17
"3,668",Extra Or Extraordinary,7.3,2015,0
"3,669",Ishq Ne Krazy Kiya Re,8.6,2015,0
"3,672",Guy in the blue,8.8,2015,0
"3,674",Silence the Court Is in Session,7.1,2015,0
"3,678",Kid Krrish 4 - Shakalaka Africa,7.8,2015,0
"3,684",Chhota Bheem Mission Mangalyaan,6.9,2015,1
"3,685",Itanagar 0KM,8.7,2015,1
"3,687",Hinsa Par Vijay,8.7,2015,0
"3,688",Bal Ganesh 3,5.5,2015,0
"3,693",Wazir,7.1,2016,24
"3,697",Chhota Bheem Himalayan Adventure,5.6,2016,4
"3,698",Chalk N Duster,6.6,2016,15
"3,699",Rebellious Flower,6.7,2016,6
"3,700",Jugni,6.1,2016,5
"3,701",Airlift,7.9,2016,15
"3,702",Kyaa Kool Hain Hum 3,1.9,2016,25
"3,704",Irudhi Suttru,7.6,2016,1
"3,705",Mastizaade,2.4,2016,20
"3,708",Ghayal Once Again,6.2,2016,5
"3,709",Sanam Teri Kasam,7.5,2016,4
"3,710",BHK Bhalla@Halla.Kom,5.9,2016,5
"3,712",Fitoor,5.4,2016,2
"3,713",Sanam Re,3.2,2016,17
"3,714",Ishq Forever,4.2,2016,1
"3,715",Neerja,7.6,2016,23
"3,716",Direct Ishq,4.4,2016,1
"3,717",Dhara 302,4.6,2016,0
"3,718",LoveShhuda,4.7,2016,6
"3,719",Rhythm,4.9,2016,0
"3,720",The Other Side of the Door,5.3,2016,1
"3,721",Love Shagun,4.6,2016,2
"3,722",Bollywood Diaries,6.0,2016,10
"3,723",Love Alive,9.1,2016,0
"3,724",Tere Bin Laden: Dead or Alive,4.3,2016,7
"3,726",Jai Gangaajal,5.8,2016,1
"3,730",Feast of Varanasi,5.8,2016,2
"3,731",Global Baba,5.5,2016,6
"3,732",Teraa Surroor,2.7,2016,9
"3,733",Kapoor & Sons,7.7,2016,23
"3,734",Gandhiji My Mentor,8.0,2016,0
"3,738",Miss Teacher,3.1,2016,0
"3,739",Awesome Mausam,3.6,2016,0
"3,740",Mumbai Central,4.9,2016,2
"3,742",Rocky Handsome,6.8,2016,24
"3,744",Autohead,6.0,2016,11
"3,746",Ki & Ka,5.7,2016,19
"3,749",Sardaar Gabbar Singh,4.6,2016,7
"3,750",The Blueberry Hunt,5.4,2016,8
"3,751",Club Dancer,7.1,2016,0
"3,752",Love Games,4.2,2016,10
"3,753",Murari the Mad Gentleman,8.0,2016,0
"3,754",Fan,6.9,2016,23
"3,755",Madly,5.4,2016,0
"3,757",Santa Banta Pvt Ltd,2.7,2016,6
"3,758",Laal Rang,7.8,2016,15
"3,759",Baaghi,5.3,2016,10
"3,760",Shortcut Safari,6.5,2016,1
"3,761",Flying Colors,6.9,2016,0
"3,762",Traffic,6.7,2016,2
"3,763",Dead Morning,8.7,2016,0
"3,764",One Night Stand,3.1,2016,14
"3,765",Dear Dad,6.2,2016,7
"3,766",1920 London,4.1,2016,18
"3,768",Buddha in a Traffic Jam,7.1,2016,8
"3,769",Azhar,5.8,2016,12
"3,771",Chudail Story,2.5,2016,6
"3,772",Khel Toh Ab Shuru Hoga,4.9,2016,2
"3,773",The BFG,6.3,2016,1
"3,774",Sarbjit,7.3,2016,22
"3,776",Tu Hai Mera Sunday,7.7,2016,1
"3,777",Raman Raghav 2.0,7.3,2016,6
"3,778",Satyavati,7.1,2016,1
"3,779",Badman,4.7,2016,2
"3,780",Aman Ke Farishtey,7.3,2016,0
"3,781",Aadupuliyattam,4.3,2016,0
"3,782",Veerappan,5.3,2016,13
"3,783",Phobia,6.8,2016,12
"3,784",Fredrick,4.9,2016,0
"3,785",Housefull 3,4.9,2016,21
"3,786",A Aa,6.8,2016,9
"3,787",Shaukeen Kaminay,6.7,2016,0
"3,788",Youth,7.9,2016,0
"3,789",Project Marathwada,6.6,2016,4
"3,790",Te3n,7.2,2016,18
